id	sentence1	sentence2	label
254	Shining X Ambassadors Alternative , Music , Rock , Adult Alternative , Electronic $ 1.29 2015 KIDinaKORNER/Interscope Records 3:40 10-Aug-15 -  - The Reason - EP	Shining X Ambassadors Alternative Rock $ 1.29 ( C ) 2015 KIDinaKORNER/Interscope Records 3:37 -  - The Reason EP	1
4730	Kaskade - Fire & Ice Booklet Fire & Ice Dance , Music , House , Electronic 2011 Ultra Records , Inc. 25-Oct-11 - Kaskade - 	ICE ( Kaskades ICE Mix ) Kaskade Dance & Electronic , House $ 1.29 2012 Coastal Entertainment 4:30 -  - Fire & Ice	0
6857	Fly Solo 28-Mar-11 - Wiz Khalifa - Rolling Papers ( Deluxe Version )	Fly Solo [ Clean ] Wiz Khalifa $ 1.29 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States -  - Rolling Papers ( Deluxe ) [ + Video ] [ + Digital Booklet ]	1
4426	Act My Age FOUR ( Ultimate Edition ) Pop , Music 3:18 17-Nov-14 - One Direction - 	Change My Mind Take Me Home : Yearbook Edition $ 1.29 3:32 November 9 , 2012 - One Direction - 	0
1312	Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta One Love ( Deluxe Version ) Dance , Music 2:51 -  - 	Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) David Guetta Dance & Electronic $ 1.29 2015 If Moving Your Mine 3:12 -  - Listen ( Deluxe )	0
5707	Ha ( feat . Brisco & 4 Mill ) Hip-Hop/Rap , Music Album Only 3:54 - Flo Rida - R.O.O.T.S. ( Deluxe Version )	Shone [ Feat . Pleasure P ] R.O.O.T.S. ( Route Of Overcoming The Struggle ) ( Amended Amazon Exclusive ) [ Clean ] ( C ) 2012 Motown Records , a Division of UMG Recordings , Inc. - Flo Rida - 	0
5806	Take You Believe $ 1.29 ‰ ãÑ 2012 The Island Def Jam Music Group 19-Jun-12 - Justin Bieber - 	Take You ( Album Version ) Pop $ 1.29 ( C ) 2012 The Island Def Jam Music Group 3:40 June 19 , 2012 - Justin Bieber - Believe	1
1447	Second Chance ( Live Acoustic from Kansas City ) $ 1.29 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . 18-Apr-11 - Shinedown - Somewhere In the Stratosphere ( Live )	Simple Man ( Live From Washington State ) Shinedown Somewhere In The Stratosphere Rock ( C ) 2005 MCA Nashville -  - 	0
330	Lifted ( feat . Emeli Sand ' © & Professor Green ) 2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd - Naughty Boy - Hotel Cabana ( Deluxe Version )	Never Been The Same [ feat . Thabo ] Hotel Cabana ( Deluxe Version ) [ Explicit ] $ 1.29 - Naughty Boy - 	0
1273	Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta $ 1.29 2010 Gum Prod licence exclusive Parlophone Music France 2:51 -  - One Love ( Deluxe Version )	My Shawty ( Album Version ( Explicit ) ) [ feat . Fiend ] [ Explicit ] $ 0.99 May 20 , 2003 - David Banner - Mississippi-The Album ( Explicit Version )	0
4047	Where Are '`` Now ( with Justin Bieber ) [ Ember Island Remix ] Dance , Music $ 1.29 2:31 - Skrillex & Diplo - Where Are '`` Now ( with Justin Bieber ) [ Remixes ] - EP	Que Que feat . Maluca ( Toy Selectah Remix ) Dillon Francis & Diplo Dance & Electronic $ 0.99 4:50 August 23 , 2011 -  - Que Que Remix EP	0
1233	Titanium ( Cazzette 's Ant Seeking Hamster Mix ) [ feat . Sia ] David Guetta 2011 What A Music Ltd , licence exclusive Parlophone Music France -  - Titanium ( Remixes ) [ feat . Sia ]	Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ DJ LBR Remix ] Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Remixes EP ] Dance & Electronic $ 1.29 2015 Michelle Kelly May 12 , 2015 - David Guetta - 	0
2845	Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker ) Uptown Special Tracks 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited 13-Jan-15 - Mark Ronson - 	Crack In the Pearl , Pt . II Uptown Special [ Clean ] $ 1.29 January 13 , 2015 - Mark Ronson - 	1
205	Slow Down ( Smash Mode Remix ) Selena Gomez $ 1.29 -  - Slow Down ( Remixes )	Slow Down ( Smash Mode Remix ) Selena Gomez Dance & Electronic $ 1.29 ( C ) 2013 Hollywood Records , Inc. 5:21 August 20 , 2013 -  - Slow Down Remixes	1
6430	Little White Lies One Direction Pop , Music , Rock , Teen Pop , Pop/Rock , Dance $ 1.29 3:17 25-Nov-13 -  - Midnight Memories ( Deluxe Edition )	Little Black Dress Midnight Memories ( Deluxe ) Pop $ 1.29 November 25 , 2013 - One Direction - 	0
3259	Applause ( Goldhouse Remix ) Applause ( Remixes ) Pop , Music , Electronic , Rock $ 1.29 4:34 30-Sep-13 - Lady Gaga - 	Applause ( DJ White Shadow Electrotech Remix ) Lady Gaga ( C ) 2013 Interscope Records -  - Applause ( Remixes )	0
1655	Son of Sam ( Bonus Track ) Shinedown Rock , Music , Metal , Alternative , Grunge , Hard Rock 3:37 23-Jun-08 -  - The Sound of Madness ( Deluxe Version )	Son Of Sam ( Bonus Track ) The Sound Of Madness [ Explicit ] [ Deluxe ] Rock $ 0.99 2005 Z Records 3:37 June 24 , 2008 - Shinedown - 	1
1264	Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta $ 1.29 2010 Gum Prod licence exclusive Parlophone Music France -  - One Love ( Deluxe Version )	Lift me up ( feat . Nico & Vinz , Ladysmith Black Mambazo ) Listen ( Deluxe ) Dance & Electronic - David Guetta - 	0
3944	It Girl Jason Derulo $ 1.99 3:13 -  - Future History ( Deluxe Version )	It Girl Jason Derulo Pop ( C ) 2013 Hit Red Records under exclusive license to Capitol Records Nashville 3:12 September 16 , 2011 -  - Future History ( Deluxe Version )	1
1312	Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta One Love ( Deluxe Version ) Dance , Music 2:51 -  - 	Sun Goes Down ( Feat . Magic ! & Sonny Wilson ) $ 1.29 2015 If Moving Your Mine - David Guetta - Listen ( Deluxe )	0
5682	Who Dat Girl ( feat . Akon ) Flo Rida $ 1.29 -  - Only One Flo , Pt. 1 ( Deluxe Version )	On and On ( Feat . Kevin Rudolf ) Only One Flo ( Part 1 ) [ Deluxe ] [ + Video ] [ + Digital Booklet ] Rap & Hip-Hop $ 1.29 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 2:58 November 26 , 2010 - Flo Rida - 	0
3413	Remember You ( feat . The Weeknd ) Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap $ 1.99 - Wiz Khalifa - O.N.I.F.C. ( Deluxe Version )	Initiation ( feat . Lola Monroe ) [ Explicit ] Wiz Khalifa O.N.I.F.C. [ Explicit ] $ 1.29 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 4:29 December 4 , 2012 -  - 	0
3321	Remember You ( feat . The Weeknd ) Wiz Khalifa O.N.I.F.C. ( Deluxe Version ) 5:20 -  - 	Medicated ( feat . Chevy Woods & Juicy J ) [ Explicit ] $ 1.29 5:31 - Wiz Khalifa - O.N.I.F.C. [ Explicit ]	0
147	Credit Meghan Trainor Pop , Music , Rock , Pop/Rock , Dance , Teen Pop 2014 , 2015 Epic Records , a division of Sony Music Entertainment 9-Jan-15 -  - Title ( Deluxe )	Credit Title ( Deluxe ) Pop 2011 What A Music Ltd , licence exclusive Parlophone Music France 2:51 - Meghan Trainor - 	1
2729	Whateva ( feat . Monty ) Fetty Wap Fetty Wap ( Deluxe ) Hip-Hop/Rap , Music , Rap Album Only 2015 300 Entertainment/RGF Productions -  - 	Time ( feat . Monty ) [ Clean ] $ 1.29 ( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves - Fetty Wap - Fetty Wap [ Clean ]	0
5087	Confess To Me ( feat . Jessie Ware ) Disclosure Settle ( Deluxe Version ) $ 1.29 4:10 15-Apr-14 -  - 	Omen [ feat . Sam Smith ] Disclosure $ 1.29 ( C ) 2015 Island Records , a division of Universal Music Operations Limited 3:50 -  - Caracal ( Deluxe )	0
598	I Ai n't Livin ' Long Like This Take It to the Bank - EP $ 1.29 2014 Sony Music Entertainment 4:13 - Chris Janson - 	I Ai n't Livin ' Long Like This Chris Janson Take It to the Bank ( EP ) February 24 , 2014 -  - 	1
4747	Skrillex Orchestral Suite By Varien ( Bonus Track ) Bangarang Dance , Music , Electronic 2012 Big Beat Records , Inc. for the United States and WEA International for the world outside the United States . 6:54 27-Dec-11 - Skrillex - 	Skrillex Orchestral Suite By Varien ( Bonus Track ) Dance & Electronic , Dubstep Elektroshok Records - Skrillex - Bangarang EP [ Explicit ]	1
2680	Any Man of Mine ( American Idol Performance ) Country , Music , Rock 3:40 - Lauren Alaina - American Idol Season 10 : Lauren Alaina	( You Make Me Feel Like ) A Natural Woman ( American Idol Performance ) Lauren Alaina Country ( C ) 2011 19 Recordings , Inc. -  - Lauren Alaina - American Idol Season 10	0
3003	Awooga ( Extended Mix ) Calvin Harris Bounce ( feat . Kelis ) [ Remixes ] Dance , Music 2013 Sony Music Entertainment UK Limited 5-Feb-13 -  - 	Bounce ( Fly Eye Club Mix ) Dance & Electronic 6:06 February 5 , 2013 - Calvin Harris Feat . Kelis - Bounce	0
1579	Second Chance ( Live Acoustic from Kansas City ) Somewhere In the Stratosphere ( Live ) $ 1.29 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . - Shinedown - 	Devour ( Live Acoustic From Kansas City ) Shinedown Somewhere In The Stratosphere $ 1.29 -  - 	0
1274	Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] Dance , Music $ 1.29 21-Aug-09 - David Guetta - One Love ( Deluxe Version )	Still Pimpin ' ( Album Version ( Explicit ) ) [ feat . Kamikazi ] [ Explicit ] Pop $ 0.99 ( C ) 2003 Universal Records , a Division of UMG Recordings , Inc. 7:11 May 20 , 2003 - David Banner - Mississippi-The Album ( Explicit Version )	0
1264	Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta $ 1.29 2010 Gum Prod licence exclusive Parlophone Music France -  - One Love ( Deluxe Version )	No Money no Love ( feat . Elliphant & Ms. Dynamite ) Dance & Electronic 3:57 - David Guetta - Listen ( Deluxe )	0
3175	The Breath You Take George Strait Album Only 2011 EMI MUSIC NORTH AMERICA / SONY MUSIC ENTERTAINMENT / UMG RECORDINGS , INC. 14-Jun-11 -  - Now That 's What I Call Country , Vol . 4	If You 're Thinking You Want A Stranger ( There 's One Coming Home ) Strait Country Country $ 1.29 - George Strait - 	0
1266	Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] 2:51 - David Guetta - One Love ( Deluxe Version )	One Love ( Feat . Estelle ) 4:01 - David Guetta - One Love ( Deluxe Version )	0
3378	True Colors ( feat . Nicki Minaj ) Blacc Hollywood - Wiz Khalifa - 	KK ( feat . Project Pat & Juicy J ) [ Explicit ] Wiz Khalifa Blacc Hollywood ( Deluxe ) [ Explicit ] Rap & Hip-Hop $ 1.29 4:09 -  - 	0
1753	Get Low ( Neo Fresco Remix ) Get Low ( Remixes ) - EP Dance , Music 4:42 2-Jun-15 - Dillon Francis & DJ Snake - 	Que Que feat . Maluca ( Toy Selectah Remix ) Dillon Francis & Diplo Dance & Electronic $ 0.99 4:50 August 23 , 2011 -  - Que Que Remix EP	0
1079	Masterpiece ( feat . Jordan Rakei ) Disclosure Electronic , Music , Dance , Garage , House , Rock -  - Caracal	Willing & Able [ feat . Kwabs ] Disclosure Caracal ( Deluxe ) ( C ) 2015 Island Records , a division of Universal Music Operations Limited 4:52 -  - 	0
3451	Remember You ( feat . The Weeknd ) 4-Dec-12 - Wiz Khalifa - O.N.I.F.C. ( Deluxe Version )	Hope ( feat . Ty Dolla $ ign ) [ Explicit ] 5:24 August 19 , 2014 - Wiz Khalifa - Blacc Hollywood ( Deluxe ) [ Explicit ]	0
1183	Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] One Love ( Deluxe Version ) 2:51 - David Guetta - 	Whoremonger ( Album Version ( Explicit ) ) [ Explicit ] $ 0.99 ( C ) 2003 Universal Records , a Division of UMG Recordings , Inc. 1:02 May 20 , 2003 - David Banner - Mississippi-The Album ( Explicit Version )	0
2020	If I Am a Stranger ( Live In Amsterdam ) Ryan Adams Live After Deaf ( Live ) [ Complete Collection ] Singer/Songwriter , Music , Rock $ 0.99 2012 PAXAM RECORDS 5:10 2-Jul-12 -  - 	Carolina Rain ( Live in Cork ) Ryan Adams $ 0.99 2012 PAXAM RECORDS 5:41 August 9 , 2012 -  - Live After Deaf ( Cork )	0
1776	Piensas en M ' _ ( feat . Luigi 21 Plus , Jory & Yelsid ) [ Remix ] Nicky Jam Hits 4:46 9-Sep-14 - Nicky Jam - 	Piensas en MÌ _ ( Remix ) International , Latin Music $ 0.99 - Nicky Jam - Nicky Jam Hits	1
5852	Baby ( Bonus Video ) ‰ ãÑ 2010 The Island Def Jam Music Group - Justin Bieber - My World 2.0 ( Bonus Track Version )	Baby ( Acoustic Version ) ( C ) 2011 The Island Def Jam Music Group February 8 , 2011 - Justin Bieber - My Worlds Acoustic [ + Video ] [ + Digital Booklet ]	0
5147	Take Care ( feat . Rihanna ) Take Care ( Deluxe Version ) Hip-Hop/Rap , Music $ 1.29 - Drake - 	The Real Her [ feat . Andre 3000 ] [ Explicit ] Rap & Hip-Hop $ 1.29 ( C ) 2012 Cash Money Records Inc. - Drake - Take Care ( Deluxe Edition ) [ Explicit ]	0
1260	Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] 2010 Gum Prod licence exclusive Parlophone Music France 2:51 - David Guetta - One Love ( Deluxe Version )	When Love Takes Over ( feat . Kelly Rowland ) [ Electro Radio Edit ] $ 0.99 - David Guetta - When Love Takes Over ( feat . Kelly Rowland )	0
4890	Sorry for Party Rocking Sorry for Party Rocking ( Deluxe Version ) $ 1.29 3:23 - LMFAO - 	Party Rock Anthem ( Made Famous By Lmfao Feat Lauren Bennett & Goon Rock ) ( Karaoke Version ) International $ 0.89 ( c ) 2011 BGM Industrias del Disco S.A. ( Magenta Discos ) July 14 , 2011 - Lmfao Feat Lauren Bennett & Goon Rock Karaoke Band - Party rock anthem ( Karaoke )	0
624	Centuries ( Gazzo Remix ) Centuries ( Gazzo Remix ) - Single Alternative , Music , Rock $ 1.29 4:19 - Fall Out Boy - 	Busy ( N3mrod Remix ) [ feat . Kevin Lyttle ] [ Explicit ] Busy ( N3mrod Remix ) [ feat . Kevin Lyttle ] [ Explicit ] Dance & Electronic $ 0.99 April 10 , 2015 - Boy Face - 	0
2782	Speakers Sam Hunt Montevallo $ 1.29 2014 MCA Nashville , a Division of UMG Recordings , Inc. -  - 	Speakers Sam Hunt Montevallo Country $ 1.29 3:48 -  - 	1
3358	Cameras Wiz Khalifa Rolling Papers 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 4:29 -  - 	Cameras [ Clean ] Wiz Khalifa Rolling Papers ( Deluxe ) [ + Video ] [ + Digital Booklet ] Rap & Hip-Hop $ 1.29 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States -  - 	1
1022	Masterpiece ( feat . Jordan Rakei ) Disclosure Album Only 2015 Island Records , a division of Universal Music Operations Limited -  - Caracal	Magnets [ feat . Lorde ] Disclosure Caracal $ 1.29 September 25 , 2015 -  - 	0
6314	Ca n't Stop Now ( feat . Jovi Rockwell and Mr. Vegas ) $ 1.29 ‰ ãÑ 2009 Downtown Music , LLC . 4:03 - Major Lazer - Guns Do n't Kill People ... Lazers Do	Cash Flow [ feat . Jah Dan ] Guns Do n't Kill People ... Lazers Do ( Deluxe ) [ Explicit ] - Major Lazer - 	0
4726	Rock N ' Roll ( Will Take You to the Mountain ) Skrillex More Monsters and Sprites -  - 	All I Ask Of You ( Feat . Penny ) Scary Monsters And Nice Sprites EP [ Explicit ] Electronica , Dance & Electronic , Dubstep ( c ) 2013 Digitop Ltd 5:40 December 21 , 2010 - Skrillex - 	0
1231	Titanium ( Cazzette 's Ant Seeking Hamster Mix ) [ feat . Sia ] Titanium ( Remixes ) [ feat . Sia ] 2011 What A Music Ltd , licence exclusive Parlophone Music France 6:37 20-Jan-12 - David Guetta - 	Yao Ming ( feat . Wayne & 2 Chainz ) [ Explicit ] David Banner Rap & Hip-Hop $ 0.99 2013 b.i.G. f.a.c.e. Ent -  - Yao Ming ( feat . Wayne & 2 Chainz ) [ Explicit ]	0
1277	Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta Dance , Music 2:51 21-Aug-09 -  - One Love ( Deluxe Version )	Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] Listen ( Deluxe ) 2015 If Moving Your Mine 3:20 November 24 , 2014 - David Guetta - 	0
1158	Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Extended ] 4:42 - David Guetta - Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Remixes ] - EP	Hey Mama ( Zia Moz Remix ) Hey Mama Dance & Electronic $ 0.99 3:12 - Zia Moz feat . David Guetta , Bebe Rexha , Nicki Minaj and Afrojack - 	0
836	6PM In New York If You 're Reading This It 's Too Late 13-Feb-15 - Drake - 	6PM In New York [ Explicit ] $ 1.29 February 13 , 2015 - Drake - If You 're Reading This It 's Too Late [ Explicit ]	1
3850	Chevy Van Caldwell County - EP Country , Music , Contemporary Country 2:48 - Eric Church - 	Chevy Van Caldwell County EP ( C ) 2011 EMI Records Nashville January 14 , 2011 - Eric Church - 	1
5059	Delirious ( feat . Tara McDonald ) ‰ ãÑ 2007 Gum Records 4:31 - David Guetta - Pop Life ( Extended Version ) [ Bonus Version ]	One Love ( Feat . Estelle ) David Guetta One Love ( Deluxe Version ) $ 1.29 August 21 , 2009 -  - 	0
2022	If I Am a Stranger ( Live In Amsterdam ) Singer/Songwriter , Music , Rock 2012 PAXAM RECORDS 2-Jul-12 - Ryan Adams - Live After Deaf ( Live ) [ Complete Collection ]	The Rescue Blues ( Live in London 1 ) $ 0.99 2012 PAXAM RECORDS 3:25 July 2 , 2012 - Ryan Adams - Live After Deaf ( Collection )	0
3327	Remember You ( feat . The Weeknd ) 5:20 4-Dec-12 - Wiz Khalifa - O.N.I.F.C. ( Deluxe Version )	Bluffin ( feat . Berner ) [ Explicit ] Wiz Khalifa O.N.I.F.C. [ Explicit ] Rap & Hip-Hop $ 1.29 December 4 , 2012 -  - 	0
5208	That Ai n't Me ( feat . Jay Sean ) I Am Not a Human Being $ 1.29 4:02 15-Nov-10 - Lil Wayne & Jay Sean - 	Love Me ( Album Version ( Explicit ) ) [ feat . Drake ] [ Explicit ] Lil Wayne I Am Not A Human Being II ( Explicit Version ) [ + digital booklet ] $ 1.29 2005 Secretly Canadian 4:15 March 26 , 2013 -  - 	0
1263	Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] $ 1.29 2010 Gum Prod licence exclusive Parlophone Music France 2:51 21-Aug-09 - David Guetta - One Love ( Deluxe Version )	Phone Tap ( Album Version ( Explicit ) ) [ Explicit ] David Banner Mississippi-The Album ( Explicit Version ) May 20 , 2003 -  - 	0
3312	Remember You ( feat . The Weeknd ) Wiz Khalifa O.N.I.F.C. ( Deluxe Version ) 4-Dec-12 -  - 	The Plan ( feat . Juicy J ) [ Explicit ] Rap & Hip-Hop $ 1.29 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States December 4 , 2012 - Wiz Khalifa - O.N.I.F.C. [ Explicit ]	0
1542	Second Chance ( Live Acoustic from Kansas City ) $ 1.29 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . 18-Apr-11 - Shinedown - Somewhere In the Stratosphere ( Live )	Intro ( Scary Fairy ) [ Live From Washington State ] Somewhere In The Stratosphere ( C ) 2005 MCA Nashville - Shinedown - 	0
5082	Voices ( feat . Sasha Keable ) Disclosure -  - Settle ( Deluxe Version )	Help Me Lose My Mind [ feat . London Grammar ] Disclosure Electronica , Dance & Electronic $ 1.29 -  - Settle	0
6532	Space Bound Hip-Hop/Rap , Music , Rock , Hardcore Rap , Rap $ 1.29 4:38 21-Jun-10 - Eminem - Recovery ( Deluxe Edition )	Space Bound [ Explicit ] Recovery ( Amazon Version ) [ Explicit ] [ + video ] [ + digital booklet ] Gangsta & Hardcore , Rap & Hip-Hop $ 1.29 ( C ) 2010 Aftermath Records June 21 , 2010 - Eminem - 	1
3324	We Dem Boyz Blacc Hollywood ( Deluxe Version ) $ 1.99 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 3:56 - Wiz Khalifa - 	We Dem Boyz [ Explicit ] $ 1.29 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company - Wiz Khalifa - Blacc Hollywood [ Explicit ]	1
2731	Whateva ( feat . Monty ) 2015 300 Entertainment/RGF Productions 5:11 - Fetty Wap - Fetty Wap ( Deluxe )	How We Do Things ( feat . Monty ) [ Explicit ] Rap & Hip-Hop $ 1.29 ( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves September 25 , 2015 - Fetty Wap - Fetty Wap [ Explicit ]	0
276	VHS Outro ( Interlude ) Alternative , Music , Rock , Adult Alternative $ 1.29 2015 KIDinaKORNER/Interscope Records 1:25 - X Ambassadors - VHS	Adam & Noah 's Priorities ( Interlude ) VHS [ Explicit ] - X Ambassadors - 	0
3372	True Colors ( feat . Nicki Minaj ) Blacc Hollywood $ 1.29 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 4:15 - Wiz Khalifa - 	So High ( feat . Ghost Loft ) [ Explicit ] Wiz Khalifa Blacc Hollywood [ Explicit ] $ 1.29 4:09 August 19 , 2014 -  - 	0
5080	Defeated No More ( feat . Edward Macfarlane ) Settle ( Deluxe Version ) Electronic , Music 15-Apr-14 - Disclosure - 	Magnets [ feat . Lorde ] Caracal ( Deluxe ) Electronica , Dance & Electronic $ 1.29 ( C ) 2015 Island Records , a division of Universal Music Operations Limited 3:19 September 25 , 2015 - Disclosure - 	0
6047	G.U.Y. Pop , Music , Dance , Rock $ 1.29 ‰ ãÑ 2013 Interscope Records 3:52 11-Nov-13 - Lady Gaga - ARTPOP	G.U.Y. [ Clean ] $ 1.29 - Lady Gaga - Artpop [ Clean ]	1
1623	Fly from the Inside ( Live Acoustic from WXDX , Pittsburgh ) Shinedown Leave a Whisper ( Deluxe Version ) Rock , Music , Hard Rock , Alternative $ 1.29 2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States -  - 	Simple Man [ Acoustic ] Leave A Whisper ( Deluxe ) Rock 5:20 - Shinedown - 	0
1278	Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta One Love ( Deluxe Version ) $ 1.29 2010 Gum Prod licence exclusive Parlophone Music France -  - 	Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] David Guetta Listen ( Deluxe ) 3:20 November 24 , 2014 -  - 	0
3255	Applause ( Goldhouse Remix ) Applause ( Remixes ) $ 1.29 2013 Interscope Records 30-Sep-13 - Lady Gaga - 	Applause ( Empire Of The Sun Remix ) Lady Gaga Applause ( Remixes ) $ 1.29 ( C ) 2013 Interscope Records September 30 , 2013 -  - 	0
4384	Tackle Box Luke Bryan -  - I 'll Stay Me	Tackle Box Luke Bryan I 'll Stay Me Country ( C ) 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nash -  - 	1
5993	Because of You Reba Duets Country , Music , Honky Tonk , Contemporary Country - Kelly Clarkson & Reba McEntire - 	The Fear Of Being Alone ( Album Version ) Reba McEntire ( C ) 2005 MCA Nashville , a Division of UMG Recordings , Inc. -  - Reba # 1 's	0
3461	Remember You ( feat . The Weeknd ) Wiz Khalifa O.N.I.F.C. ( Deluxe Version ) Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap 5:20 4-Dec-12 -  - 	House In The Hills ( feat . Curren $ y ) [ Explicit ] Wiz Khalifa Blacc Hollywood ( Deluxe ) [ Explicit ] Rap & Hip-Hop $ 1.29 4:52 -  - 	0
3887	X2CU Jason Derulo Everything Is 4 Pop , Music , Rock , Dance , R&B / Soul , Contemporary R&B $ 1.29 2015 Warner Bros. . Records Inc. 5:13 -  - 	X2CU Jason Derulo Pop 2011 Because Music -  - Everything Is 4 [ Clean ]	1
1312	Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta One Love ( Deluxe Version ) Dance , Music 2:51 -  - 	Shot me Down ( feat . Skylar Grey ) [ Radio Edit ] David Guetta Listen ( Deluxe ) Dance & Electronic $ 1.29 3:11 -  - 	0
1314	I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ) David Guetta Nothing But the Beat Dance , Music , House , Electronic , Rock -  - 	I Can Only Imagine ( feat . Chris Brown & Lil Wayne ) David Guetta Dance & Electronic 2015 Real Sounds 3:29 August 26 , 2011 -  - Nothing But the Beat 2.0 [ Explicit ]	0
361	Original Don ( feat . The Partysquad ) [ The Partysquad & Punish Smash Em Remix ] Major Lazer Electronic , Music , Dance $ 1.29 1-Nov-11 -  - Original Don ( feat . The Partysquad ) [ Remixes ] - EP	Powerful ( Michael Calfan Remix ) [ feat . Ellie Goulding ] Powerful ( Remixes ) ( C ) 2015 Third Pardee Records , LLC under exclusive license to Interscope Records in the United States 5:27 September 11 , 2015 - Major Lazer - 	0
4610	I Thought You Knew Country , Music , Honky Tonk , Contemporary Country $ 1.29 1999 Capitol Records Nashville 19-Oct-99 - Keith Urban - Keith Urban	I Thought You Knew Country ( C ) 1999 Capitol Records Nashville 3:51 October 19 , 1999 - Keith Urban - Keith Urban	1
6855	Get Your S ** t Wiz Khalifa ‰ ãÑ 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 4:36 -  - Rolling Papers ( Deluxe Version )	You And Your Friends ( feat . Snoop Dogg & Ty Dolla $ ign ) [ Explicit ] Wiz Khalifa Rap & Hip-Hop 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 3:06 -  - Blacc Hollywood ( Deluxe ) [ Explicit ]	0
4058	Kill Everybody ( Bare Noize Remix ) Skrillex Dance , Music , House , Electronic -  - Scary Monsters and Nice Sprites	Kill Everybody Scary Monsters And Nice Sprites EP [ Explicit ] Electronica , Dance & Electronic , Dubstep $ 1.29 ( c ) 2013 Digitop Ltd 4:58 December 21 , 2010 - Skrillex - 	0
1897	Love Song Try This Pop , Music , Teen Pop , Electronic , Pop/Rock , R&B / Soul , Dance 2003 Arista Records , Inc. 10-Nov-03 - P!NK - 	Love Song Pop $ 0.99 CWM records November 11 , 2003 - P!nk - Try This [ Explicit ]	1
3354	Extra Extra Credit Wiz Khalifa Flight School $ 0.99 2009 Rostrum Records 4:03 -  - 	Extra Extra Credit [ Explicit ] Rap & Hip-Hop April 17 , 2009 - Wiz Khalifa - Flight School [ Explicit ]	1
1777	Voy a Beber ( feat . ' • ejo ) [ Remix ] Greatest Hits , Vol . 1 $ 0.99 2014 La Industria Inc licencia a Codiscos S.A.S. 3:44 4-Nov-14 - Nicky Jam - 	Voy a Beber ( Remix ) $ 0.99 November 4 , 2014 - Nicky Jam - Greatest Hits , Vol . 1	1
