company_name,industry,sector,year_founded,ownership,headquarters_city,headquarters_country,headquarters_full_address,company_website,total_revenue_usd,net_profit_usd,total_assets_usd,employee_count,market_cap_usd,social_media_links,total_raised,company_type,ceo_name,representative_name,_source_table
INTEL CORPORATION (UK) LIMITED,,,,,['SWINDON'],['UNITED KINGDOM'],Pipers Way,https://www.info-clipper.com/en/company/united-kingdom/intel-corporation-limited.gbd3lbsxr.html,,,,,,,,,,,wissel-aziende-info-clipper-com
WHIRLPOOL EMEA SPA,,,,,"[""FABRIANO (CA' MAIANO )""]",['ITALY'],STRADA PROVINCIALE ARCEVIESE 139/A,https://www.info-clipper.com/en/company/italy/whirlpool-emea-spa.itd73d4x0.html,,,,,,,,,,,wissel-aziende-info-clipper-com
INTERNATIONAL GAME TECHNOLOGY,,,,,['LAS VEGAS'],['UNITED STATES'],6355 S BUFFALO DR,https://www.info-clipper.com/en/company/united-states/international-game-technology.usd12plx4.html,,,,,,,,,,,wissel-aziende-info-clipper-com
CREW CLOTHING CO. LIMITED,,,,,['LONDON'],['UNITED KINGDOM'],20 Lydden Road,https://www.info-clipper.com/en/company/united-kingdom/crew-clothing-co-limited.gbd8zr3ks.html,,,,,,,,,,,wissel-aziende-info-clipper-com
WHIRLPOOL ITALIA SRL,,,,,['PERO'],['ITALY'],VIA CARLO PISACANE 1,https://www.info-clipper.com/en/company/italy/whirlpool-italia-srl.itd774mok.html,,,,,,,,,,,wissel-aziende-info-clipper-com
"PLANET FITNESS, INC.",,,,,['HAMPTON'],['UNITED STATES'],4 LIBERTY LN W,https://www.info-clipper.com/en/company/united-states/planet-fitness-inc.usdfd7lww.html,,,,,,,,,,,wissel-aziende-info-clipper-com
OPTICAL EXPRESS (HOLDINGS) LIMITED,,,,,['GLASGOW'],['UNITED KINGDOM'],5 Deerdykes Road,https://www.info-clipper.com/en/company/united-kingdom/optical-express-limited.gbd8zpjkj.html,,,,,,,,,,,wissel-aziende-info-clipper-com
WHIRLPOOL MANAGEMENT EMEA SRL,,,,,['PERO'],['ITALY'],VIA CARLO PISACANE 1,https://www.info-clipper.com/en/company/italy/whirlpool-management-emea-srl.itd7a5chl.html,,,,,,,,,,,wissel-aziende-info-clipper-com
"PLA-FIT HEALTH, L.L.C.",,,,,['HAMPTON'],['UNITED STATES'],4 LIBERTY LN W,https://www.info-clipper.com/en/company/united-states/pla-fit-health-llc.usd1b2qo8.html,,,,,,,,,,,wissel-aziende-info-clipper-com
NORTH WEST (AEROTOOLING) LTD.,,,,,['DUKINFIELD'],['UNITED KINGDOM'],Victoria Road Hyde Industrial Estate,https://www.info-clipper.com/en/company/united-kingdom/north-west-ltd.gbd8bq9jh.html,,,,,,,,,,,wissel-aziende-info-clipper-com
BELENERGIA MEZZ FINANCE SRL,,,,,['MILANO'],['ITALY'],PIAZZA VELASCA 4,https://www.info-clipper.com/en/company/italy/belenergia-mezz-finance-srl.itd74auib.html,,,,,,,,,,,wissel-aziende-info-clipper-com
"NBCUNIVERSAL, LLC",,,,,['NEW YORK'],['UNITED STATES'],1221 AVE OF THE AMERICAS STE C2D,https://www.info-clipper.com/en/company/united-states/nbcuniversal-llc.usd45s02.html,,,,,,,,,,,wissel-aziende-info-clipper-com
KALON BIOLOGICAL LIMITED,,,,,['GUILDFORD'],['UNITED KINGDOM'],"Unit G, Perram Works Merrow Lane",https://www.info-clipper.com/en/company/united-kingdom/kalon-biological-limited.gbd8oqsqa.html,,,,,,,,,,,wissel-aziende-info-clipper-com
BELENERGIA SPA,,,,,['MILANO'],['ITALY'],VIA GABRIO SERBELLONI 5,https://www.info-clipper.com/en/company/italy/belenergia-spa.itd7altx0.html,,,,,,,,,,,wissel-aziende-info-clipper-com
"NBCUNIVERSAL MEDIA, LLC",,,,,['NEW YORK'],['UNITED STATES'],30 ROCKEFELLER PLZ,https://www.info-clipper.com/en/company/united-states/nbcuniversal-media-llc.usda1gwj8.html,,,,,,,,,,,wissel-aziende-info-clipper-com
CUADRILLA RESOURCES LIMITED,,,,,['MANCHESTER'],['UNITED KINGDOM'],3000 Aviator Way Manchester Business Park,https://www.info-clipper.com/en/company/united-kingdom/cuadrilla-resources-limited.gbd3hnfc9.html,,,,,,,,,,,wissel-aziende-info-clipper-com
OTB SPA,,,,,['BREGANZE'],['ITALY'],VIA DELL\'INDUSTRIA 2,https://www.info-clipper.com/en/company/italy/otb-spa.itd7659g7.html,,,,,,,,,,,wissel-aziende-info-clipper-com
BRAVO MEDIA LLC,,,,,['NEW YORK'],['UNITED STATES'],30 ROCKEFELLER PLZ 8TH FL,https://www.info-clipper.com/en/company/united-states/bravo-media-llc.usd1ar05r.html,,,,,,,,,,,wissel-aziende-info-clipper-com
EPOCH PROPERTIES LIMITED,,,,,['JERSEY'],['UNITED KINGDOM'],"Nautilus House, La Cour Des Casernes St. Helier",https://www.info-clipper.com/en/company/united-kingdom/epoch-properties-limited.gbd3lhc95.html,,,,,,,,,,,wissel-aziende-info-clipper-com
ISTITUTO ITALIANO DEL MARCHIO DI QUALITA' SPA,,,,,['MILANO'],['ITALY'],VIA MARCO FABIO QUINTILIANO 43,https://www.info-clipper.com/en/company/italy/istituto-italiano-del-marchio-di-qualita-spa.itd78tq96.html,,,,,,,,,,,wissel-aziende-info-clipper-com
AUTISM SPECTRUM THERAPIES ILLINOIS LLC,,,,,['GLENVIEW'],['UNITED STATES'],2700 PATRIOT BLVD #250,https://www.info-clipper.com/en/company/united-states/autism-spectrum-therapies-illinois-llc.usd1bx9f8.html,,,,,,,,,,,wissel-aziende-info-clipper-com
TREVES UK LIMITED,,,,,['KNARESBOROUGH'],['UNITED KINGDOM'],Farnham Lane Farnham,https://www.info-clipper.com/en/company/united-kingdom/treves-uk-limited.gbd8cdhsd.html,,,,,,,,,,,wissel-aziende-info-clipper-com
HB BOSCARINI SPA,,,,,['LUNANO'],['ITALY'],VIA FOGLIA 11,https://www.info-clipper.com/en/company/italy/hb-boscarini-spa.itd7d8rh9.html,,,,,,,,,,,wissel-aziende-info-clipper-com
QUALCOMM INCORPORATED,,,,,['SAN DIEGO'],['UNITED STATES'],5775 MOREHOUSE DR,https://www.info-clipper.com/en/company/united-states/qualcomm-incorporated.usd2dy270.html,,,,,,,,,,,wissel-aziende-info-clipper-com
CITIZENM LONDON BANKSIDE OPERATIONS B.V.,,,,,['LONDON'],['UNITED KINGDOM'],Surrey House 20 Lavington Street,https://www.info-clipper.com/en/company/united-kingdom/citizenm-london-bankside-operations-bv.gbd3mhorw.html,,,,,,,,,,,wissel-aziende-info-clipper-com
ANTICA FARMACEUTICA LUCCHESE SRL,,,,,['LUCCA (SAN VITO )'],['ITALY'],VIA DELLE CORNACCHIE 960/H,https://www.info-clipper.com/en/company/italy/antica-farmaceutica-lucchese-srl.itd76ltfg.html,,,,,,,,,,,wissel-aziende-info-clipper-com
"QUALCOMM INTERNATIONAL, INC.",,,,,['SAN DIEGO'],['UNITED STATES'],5775 MOREHOUSE DR,https://www.info-clipper.com/en/company/united-states/qualcomm-international-inc.usd9zix5u.html,,,,,,,,,,,wissel-aziende-info-clipper-com
MEDIACOM UK LIMITED,,,,,['LONDON'],['UNITED KINGDOM'],124 Theobalds Road,https://www.info-clipper.com/en/company/united-kingdom/mediacom-uk-limited.gbd3hyflf.html,,,,,,,,,,,wissel-aziende-info-clipper-com
PHSHOP SRL,,,,,['NAPOLI'],['ITALY'],VIA FERRANTE IMPARATO 190 PIANO SECONDO INT.37,https://www.info-clipper.com/en/company/italy/phshop-srl.itd74jm0c.html,,,,,,,,,,,wissel-aziende-info-clipper-com
"GAMING COMMISSION, NEW YORK",,,,,['SCHENECTADY'],['UNITED STATES'],ONE BROADWAY CTR,https://www.info-clipper.com/en/company/united-states/gaming-commission-new-york.usd29pz2p.html,,,,,,,,,,,wissel-aziende-info-clipper-com
MEDIACOM GROUP LIMITED,,,,,['LONDON'],['UNITED KINGDOM'],124 Theobalds Road,https://www.info-clipper.com/en/company/united-kingdom/mediacom-group-limited.gbd3s0fpw.html,,,,,,,,,,,wissel-aziende-info-clipper-com
COLOMION SPA,,,,,['BARDONECCHIA'],['ITALY'],CAMPO SMITH REG. MOLINO 18,https://www.info-clipper.com/en/company/italy/colomion-spa.itd777aqb.html,,,,,,,,,,,wissel-aziende-info-clipper-com
MAPLEBEAR INC.,,,,,['SAN FRANCISCO'],['UNITED STATES'],50 BEALE ST STE 600,https://www.info-clipper.com/en/company/united-states/maplebear-inc.usdt01og.html,,,,,,,,,,,wissel-aziende-info-clipper-com
MEDIACOM NORTH LIMITED,,,,,['MANCHESTER'],['UNITED KINGDOM'],1 Hardman Street,https://www.info-clipper.com/en/company/united-kingdom/mediacom-north-limited.gbd7l2jbw.html,,,,,,,,,,,wissel-aziende-info-clipper-com
LINIFICIO E CANAPIFICIO NAZIONALE SRL SOCIETA' BENEFIT,,,,,"[""VILLA D'ALME'""]",['ITALY'],VIA GHIAIE 55,https://www.info-clipper.com/en/company/italy/linificio-e-canapificio-nazionale-srl-societa-benefit.itd7328p4.html,,,,,,,,,,,wissel-aziende-info-clipper-com
INSTACART,,,,,['LOS ANGELES'],['UNITED STATES'],11751 MISSISSIPPI AVE,https://www.info-clipper.com/en/company/united-states/instacart.usd1rsend.html,,,,,,,,,,,wissel-aziende-info-clipper-com
RICOH EUROPE PLC,,,,,['LONDON'],['UNITED KINGDOM'],20 Triton Street,https://www.info-clipper.com/en/company/united-kingdom/ricoh-europe-plc.gbd4tvly8.html,,,,,,,,,,,wissel-aziende-info-clipper-com
UNICREDIT SPA,,,,,['MILANO'],['ITALY'],PIAZZA GAE AULENTI 3 TOWER A,https://www.info-clipper.com/en/company/italy/unicredit-spa.itd735qbr.html,,,,,,,,,,,wissel-aziende-info-clipper-com
"AVENTIV TECHNOLOGIES, LLC",,,,,['CARROLLTON'],['UNITED STATES'],4000 INTERNATIONAL PKWY,https://www.info-clipper.com/en/company/united-states/aventiv-technologies-llc.usd1xvmze.html,,,,,,,,,,,wissel-aziende-info-clipper-com
RICOH EUROPE HOLDINGS PLC,,,,,['LONDON'],['UNITED KINGDOM'],20 Triton Street,https://www.info-clipper.com/en/company/united-kingdom/ricoh-europe-holdings-plc.gbd3h1exu.html,,,,,,,,,,,wissel-aziende-info-clipper-com
PANINI SPA,,,,,['MODENA'],['ITALY'],VIALE EMILIO PO 380,https://www.info-clipper.com/en/company/italy/panini-spa.itd741mr7.html,,,,,,,,,,,wissel-aziende-info-clipper-com
PERFETTI VAN MELLE USA INC.,,,,,['ERLANGER'],['UNITED STATES'],3645 TURFWAY RD,https://www.info-clipper.com/en/company/united-states/perfetti-van-melle-usa-inc.usdz2bzu.html,,,,,,,,,,,wissel-aziende-info-clipper-com
RICOH UK LIMITED,,,,,['LONDON'],['UNITED KINGDOM'],20 Triton Street,https://www.info-clipper.com/en/company/united-kingdom/ricoh-uk-limited.gbd4u385e.html,,,,,,,,,,,wissel-aziende-info-clipper-com
LCI ITALY SRL,,,,,['SAN CASCIANO IN VAL DI PESA'],['ITALY'],VIA ETRURIA 1,https://www.info-clipper.com/en/company/italy/lci-italy-srl.itd78c59g.html,,,,,,,,,,,wissel-aziende-info-clipper-com
"TAP AUTOMOTIVE HOLDINGS, LLC",,,,,['COMPTON'],['UNITED STATES'],400 W ARTESIA BLVD,https://www.info-clipper.com/en/company/united-states/tap-automotive-holdings-llc.usd7m3rl.html,,,,,,,,,,,wissel-aziende-info-clipper-com
RICOH EUROPE FINANCE LIMITED,,,,,['LONDON'],['UNITED KINGDOM'],20 Triton Street,https://www.info-clipper.com/en/company/united-kingdom/ricoh-europe-finance-limited.gbd4utgvr.html,,,,,,,,,,,wissel-aziende-info-clipper-com
GOOGLE ITALY SRL,,,,,['MILANO'],['ITALY'],VIA FEDERICO CONFALONIERI 4,https://www.info-clipper.com/en/company/italy/google-italy-srl.itd698al1.html,,,,,,,,,,,wissel-aziende-info-clipper-com
"ZOOM VIDEO COMMUNICATIONS, INC.",,,,,['SAN JOSE'],['UNITED STATES'],55 ALMADEN BLVD #6,https://www.info-clipper.com/en/company/united-states/zoom-video-communications-inc.usdvvtzv.html,,,,,,,,,,,wissel-aziende-info-clipper-com
MET FILM LIMITED,,,,,['LONDON'],['UNITED KINGDOM'],Ealing Studios Ealing Green,https://www.info-clipper.com/en/company/united-kingdom/met-film-limited.gbdc5rjuv.html,,,,,,,,,,,wissel-aziende-info-clipper-com
IRONMAN ITALY SRL,,,,,['MILANO'],['ITALY'],VIA AGNELLO 8,https://www.info-clipper.com/en/company/italy/ironman-italy-srl.itd74gdlq.html,,,,,,,,,,,wissel-aziende-info-clipper-com
"ALTITUDE COLLECTION, LLC",,,,,['NEW YORK'],['UNITED STATES'],45 W 25TH ST FL 3,https://www.info-clipper.com/en/company/united-states/altitude-collection-llc.usdppxrh.html,,,,,,,,,,,wissel-aziende-info-clipper-com
CANVAS HOLIDAYS LIMITED,,,,,['DUNFERMLINE'],['UNITED KINGDOM'],East Port House,https://www.info-clipper.com/en/company/united-kingdom/canvas-holidays-limited.gbd3kszik.html,,,,,,,,,,,wissel-aziende-info-clipper-com
HEXIS ITALIA SRL,,,,,['MEDIGLIA'],['ITALY'],VIA MELOZZO DA FORLI' 41,https://www.info-clipper.com/en/company/italy/hexis-italia-srl.itd9bhis4.html,,,,,,,,,,,wissel-aziende-info-clipper-com
MASIMO CORPORATION,,,,,['IRVINE'],['UNITED STATES'],52 DISCOVERY,https://www.info-clipper.com/en/company/united-states/masimo-corporation.usdcwn4q6.html,,,,,,,,,,,wissel-aziende-info-clipper-com
CANVAS HOLDINGS LIMITED,,,,,['DUNFERMLINE'],['UNITED KINGDOM'],Boulevard De La Woluwe,https://www.info-clipper.com/en/company/united-kingdom/canvas-holdings-limited.gbdc4g4ww.html,,,,,,,,,,,wissel-aziende-info-clipper-com
AIR HEX ALONTE SRL,,,,,['ALONTE'],['ITALY'],VIA DELLE ALBERE 5,https://www.info-clipper.com/en/company/italy/air-hex-alonte-srl.itd79zl7f.html,,,,,,,,,,,wissel-aziende-info-clipper-com
TANK HOLDING CORP.,,,,,['LINCOLN'],['UNITED STATES'],6940 O ST STE 100,https://www.info-clipper.com/en/company/united-states/tank-holding-corp.usdg05ybb.html,,,,,,,,,,,wissel-aziende-info-clipper-com
INVESTEC 1 LIMITED,,,,,['LONDON'],['UNITED KINGDOM'],2 Gresham Street,https://www.info-clipper.com/en/company/united-kingdom/investec-1-limited.gbd3i7bvj.html,,,,,,,,,,,wissel-aziende-info-clipper-com
DEMETRA SPA,,,,,['MOLINELLA'],['ITALY'],VIA EFREM NOBILI 44,https://www.info-clipper.com/en/company/italy/demetra-spa.itd73otxx.html,,,,,,,,,,,wissel-aziende-info-clipper-com
"BELLAGIO, LLC",,,,,['LAS VEGAS'],['UNITED STATES'],3600 LAS VEGAS BLVD S,https://www.info-clipper.com/en/company/united-states/bellagio-llc.usddl0lu.html,,,,,,,,,,,wissel-aziende-info-clipper-com
INVESTEC BANK PLC,,,,,['LONDON'],['UNITED KINGDOM'],30 Gresham Street,https://www.info-clipper.com/en/company/united-kingdom/investec-bank-plc.gbd3ic2a3.html,,,,,,,,,,,wissel-aziende-info-clipper-com
STATE STREET BANK INTERNATIONAL GMBH,,,,,['MILANO'],['ITALY'],VIA FERRANTE APORTI 10,https://www.info-clipper.com/en/company/italy/state-street-bank-international-gmbh.itd76sjl4.html,,,,,,,,,,,wissel-aziende-info-clipper-com
METRO-GOLDWYN-MAYER STUDIOS INC.,,,,,['BEVERLY HILLS'],['UNITED STATES'],245 N BEVERLY DR,https://www.info-clipper.com/en/company/united-states/metro-goldwyn-mayer-studios-inc.usd45urs.html,,,,,,,,,,,wissel-aziende-info-clipper-com
INVESTEC GROUP INVESTMENTS (UK) LIMITED,,,,,['LONDON'],['UNITED KINGDOM'],30 GRESHAM STREET,https://www.info-clipper.com/en/company/united-kingdom/investec-group-investments-limited.gbd3r5w6c.html,,,,,,,,,,,wissel-aziende-info-clipper-com
KODAK SPA,,,,,['CINISELLO BALSAMO'],['ITALY'],VIA GIACOMO MATTEOTTI 62,https://www.info-clipper.com/en/company/italy/kodak-spa.itd79ptu8.html,,,,,,,,,,,wissel-aziende-info-clipper-com
METRO-GOLDWYN-MAYER PICTURES INC.,,,,,['LOS ANGELES'],['UNITED STATES'],10900 WILSHIRE BLVD STE 1500,https://www.info-clipper.com/en/company/united-states/metro-goldwyn-mayer-pictures-inc.usd2f32cl.html,,,,,,,,,,,wissel-aziende-info-clipper-com
INVESTEC WEALTH & INVESTMENT LIMITED,,,,,['GLASGOW'],['UNITED KINGDOM'],4TH FLOOR 5 GEORGE SQUARE,https://www.info-clipper.com/en/company/united-kingdom/investec-wealth-investment-limited.gbd6io3xr.html,,,,,,,,,,,wissel-aziende-info-clipper-com
WITHSECURE SRL,,,,,['MILANO'],['ITALY'],VIA VITTOR PISANI 15,https://www.info-clipper.com/en/company/italy/withsecure-srl.itd5ll1w3.html,,,,,,,,,,,wissel-aziende-info-clipper-com
"MGM HOLDINGS II, INC.",,,,,['BEVERLY HILLS'],['UNITED STATES'],245 N BEVERLY DR,https://www.info-clipper.com/en/company/united-states/mgm-holdings-ii-inc.usd3a3dtg.html,,,,,,,,,,,wissel-aziende-info-clipper-com
NINETY ONE UK LIMITED,,,,,['LONDON'],['UNITED KINGDOM'],55 Gresham Street,https://www.info-clipper.com/en/company/united-kingdom/ninety-one-uk-limited.gbd4x9et3.html,,,,,,,,,,,wissel-aziende-info-clipper-com
BERTIN ITALIA SRL,,,,,['GENOVA ((IVI DAL 01/04/2020) )'],['ITALY'],VIA DINO COL 6 R,https://www.info-clipper.com/en/company/italy/bertin-italia-srl.itd78cv23.html,,,,,,,,,,,wissel-aziende-info-clipper-com
"MGM HOLDINGS, INC.",,,,,['BEVERLY HILLS'],['UNITED STATES'],245 N BEVERLY DR,https://www.info-clipper.com/en/company/united-states/mgm-holdings-inc.usd37hfmo.html,,,,,,,,,,,wissel-aziende-info-clipper-com
RICHARD BAKER HARRISON LIMITED,,,,,['NEWCASTLE'],['UNITED KINGDOM'],Marsh Trees House Marsh Parade,https://www.info-clipper.com/en/company/united-kingdom/richard-baker-harrison-limited.gbd3h1gh8.html,,,,,,,,,,,wissel-aziende-info-clipper-com
ALTHEA SPA,,,,,['TRIESTE'],['ITALY'],RIVA TOMMASO GULLI 12,https://www.info-clipper.com/en/company/italy/althea-spa.itd7bwbdp.html,,,,,,,,,,,wissel-aziende-info-clipper-com
"AMPHENOL PCD, INC.",,,,,['BEVERLY'],['UNITED STATES'],72 CHERRY HILL DR STE 2,https://www.info-clipper.com/en/company/united-states/amphenol-pcd-inc.usdddbqjk.html,,,,,,,,,,,wissel-aziende-info-clipper-com
ENDSLEIGH INSURANCE SERVICES LIMITED,,,,,['CHELTENHAM'],['UNITED KINGDOM'],"Endsleigh Park Shurdington Road, Shurdington",https://www.info-clipper.com/en/company/united-kingdom/endsleigh-insurance-services-limited.gbd3hrhbi.html,,,,,,,,,,,wissel-aziende-info-clipper-com
GIORGIO GORI SRL,,,,,['COLLESALVETTI (STAGNO )'],['ITALY'],VIA GOFFREDO LEPORI 9,https://www.info-clipper.com/en/company/italy/giorgio-gori-srl.itd74p8qp.html,,,,,,,,,,,wissel-aziende-info-clipper-com
"SPEEDCAST COMMUNICATIONS, INC.",,,,,['HOUSTON'],['UNITED STATES'],4400 S SAM HOUSTON PKWY E,https://www.info-clipper.com/en/company/united-states/speedcast-communications-inc.usdffpvt.html,,,,,,,,,,,wissel-aziende-info-clipper-com
TTT MONEYCORP LIMITED,,,,,['LONDON'],['UNITED KINGDOM'],"5 Floor Zig Zag Building, 70 Victoria Street",https://www.info-clipper.com/en/company/united-kingdom/ttt-moneycorp-limited.gbd3r70we.html,,,,,,,,,,,wissel-aziende-info-clipper-com
ORDINE NAZIONALE DEI BIOLOGI DI ROMA,,,,,['ROMA'],['ITALY'],VIA ICILIO 7,https://www.info-clipper.com/en/company/italy/ordine-nazionale-dei-biologi-di-roma.itdaf19wc.html,,,,,,,,,,,wissel-aziende-info-clipper-com
MSB AEROSPACE LLC,,,,,['SAVANNAH'],['UNITED STATES'],7001 CHATHAM CENTER DRIVE STE 300,https://www.info-clipper.com/en/company/united-states/msb-aerospace-llc.usd1m7f7i.html,,,,,,,,,,,wissel-aziende-info-clipper-com
FUMEX INSTALLATIONS LIMITED,,,,,['PRESTON'],['UNITED KINGDOM'],91 Seedlee Road Walton Summit Cent,https://www.info-clipper.com/en/company/united-kingdom/fumex-installations-limited.gbd3xraq0.html,,,,,,,,,,,wissel-aziende-info-clipper-com
TAORMINA HOTEL MANAGEMENT SRL,,,,,['TAORMINA'],['ITALY'],PIAZZA SAN DOMENICO 5,https://www.info-clipper.com/en/company/italy/taormina-hotel-management-srl.itd76xynx.html,,,,,,,,,,,wissel-aziende-info-clipper-com
"ARIA RESORT & CASINO, LLC",,,,,['LAS VEGAS'],['UNITED STATES'],3730 LAS VEGAS BLVD S,https://www.info-clipper.com/en/company/united-states/aria-resort-casino-llc.usdbph8k.html,,,,,,,,,,,wissel-aziende-info-clipper-com
CANDY KITTENS LIMITED,,,,,['LONDON'],['UNITED KINGDOM'],7 Lyric Square,https://www.info-clipper.com/en/company/united-kingdom/candy-kittens-limited.gbd3lwohe.html,,,,,,,,,,,wissel-aziende-info-clipper-com
LOVATO ELECTRIC SPA,,,,,['GORLE'],['ITALY'],VIA DON EMILIO MAZZA 12,https://www.info-clipper.com/en/company/italy/lovato-electric-spa.itd78zcjj.html,,,,,,,,,,,wissel-aziende-info-clipper-com
"TAKE-TWO INTERACTIVE SOFTWARE, INC.",,,,,['NEW YORK'],['UNITED STATES'],110 W 44TH ST,https://www.info-clipper.com/en/company/united-states/take-two-interactive-software-inc.usddpyy07.html,,,,,,,,,,,wissel-aziende-info-clipper-com
P&O FERRIES LIMITED,,,,,['DOVER'],['UNITED KINGDOM'],Channel House Channel View Road,https://www.info-clipper.com/en/company/united-kingdom/po-ferries-limited.gbd3l2vpk.html,,,,,,,,,,,wissel-aziende-info-clipper-com
MICROSOFT SRL,,,,,"['MILANO (MICROSOFT HOUSE', 'MICROSOFT HOUSE )']",['ITALY'],VIALE PASUBIO 21,https://www.info-clipper.com/en/company/italy/microsoft-srl.itd748u8i.html,,,,,,,,,,,wissel-aziende-info-clipper-com
RIL USA INC.,,,,,['HOUSTON'],['UNITED STATES'],2050 W SAM HOUSTON PKWY S STE 1400,https://www.info-clipper.com/en/company/united-states/ril-usa-inc.usddqp4nj.html,,,,,,,,,,,wissel-aziende-info-clipper-com
BRAIDR LIMITED,,,,,['LONDON'],['UNITED KINGDOM'],22 Charterhouse Square,https://www.info-clipper.com/en/company/united-kingdom/braidr-limited.gbd3rrcoh.html,,,,,,,,,,,wissel-aziende-info-clipper-com
TOD'S SPA,,,,,"[""SANT'ELPIDIO A MARE (BRANCADORO )""]",['ITALY'],VIA FILIPPO DELLA VALLE 1,https://www.info-clipper.com/en/company/italy/tods-spa.itd771nuk.html,,,,,,,,,,,wissel-aziende-info-clipper-com
NOVELIS INC.,,,,,['ATLANTA'],['UNITED STATES'],3560 LENOX RD STE 2000,https://www.info-clipper.com/en/company/united-states/novelis-inc.usdfxhz03.html,,,,,,,,,,,wissel-aziende-info-clipper-com
JOHN MILLS LIMITED,,,,,['LONDON'],['UNITED KINGDOM'],610 Chiswick High Road,https://www.info-clipper.com/en/company/united-kingdom/john-mills-limited.gbd4x6aja.html,,,,,,,,,,,wissel-aziende-info-clipper-com
EDENRED ITALIA SRL,,,,,['MILANO'],['ITALY'],VIA GIOVANNI BATTISTA PIRELLI 18,https://www.info-clipper.com/en/company/italy/edenred-italia-srl.itd7bvwrq.html,,,,,,,,,,,wissel-aziende-info-clipper-com
"BANANA REPUBLIC, LLC",,,,,['SAN FRANCISCO'],['UNITED STATES'],2 FOLSOM ST 2B,https://www.info-clipper.com/en/company/united-states/banana-republic-llc.usd1khnvu.html,,,,,,,,,,,wissel-aziende-info-clipper-com
DS SMITH PLC,,,,,['LONDON'],['UNITED KINGDOM'],350 Euston Road,https://www.info-clipper.com/en/company/united-kingdom/ds-smith-plc.gbd3hz0st.html,,,,,,,,,,,wissel-aziende-info-clipper-com
DATA 4 SERVICES ITALY SPA,,,,,['MILANO'],['ITALY'],PIAZZA ELEONORA DUSE 2,https://www.info-clipper.com/en/company/italy/data-4-services-italy-spa.itd76ombu.html,,,,,,,,,,,wissel-aziende-info-clipper-com
BARTEC US CORPORATION,,,,,['HOUSTON'],['UNITED STATES'],650 CENTURY PLAZA DR STE D120,https://www.info-clipper.com/en/company/united-states/bartec-us-corporation.usdejtnwp.html,,,,,,,,,,,wissel-aziende-info-clipper-com
DS GD UK LIMITED,,,,,['LONDON'],['UNITED KINGDOM'],6 Bevis Marks,https://www.info-clipper.com/en/company/united-kingdom/ds-gd-uk-limited.gbd3qfgxo.html,,,,,,,,,,,wissel-aziende-info-clipper-com
TELMO PARTECIPAZIONI SRL,,,,,['BERGAMO'],['ITALY'],VIA XX SETTEMBRE 58/C,https://www.info-clipper.com/en/company/italy/telmo-partecipazioni-srl.itd74vnzx.html,,,,,,,,,,,wissel-aziende-info-clipper-com
GANNETT MEDIA CORP.,,,,,['MC LEAN'],['UNITED STATES'],7950 JONES BRANCH DR,https://www.info-clipper.com/en/company/united-states/gannett-media-corp.usd1bjagp.html,,,,,,,,,,,wissel-aziende-info-clipper-com
PARAGON INTERNET GROUP LIMITED,,,,,['HAYES'],['UNITED KINGDOM'],"5th Floor Shipping Building The Old Vinyl Factory, 252-254 Blyth Road",https://www.info-clipper.com/en/company/united-kingdom/paragon-internet-group-limited.gbd3lb60a.html,,,,,,,,,,,wissel-aziende-info-clipper-com
BROKER NET ITALIA SRL,,,,,['PRATO'],['ITALY'],VIA CIMABUE 4,https://www.info-clipper.com/en/company/italy/broker-net-italia-srl.itd74fz80.html,,,,,,,,,,,wissel-aziende-info-clipper-com
"L.N.S. AMERICA, INC.",,,,,['CINCINNATI'],['UNITED STATES'],4621 E TECH DR,https://www.info-clipper.com/en/company/united-states/lns-america-inc.usd1x76ih.html,,,,,,,,,,,wissel-aziende-info-clipper-com
GO DADDY EUROPE LIMITED,,,,,['HAYES'],['UNITED KINGDOM'],"5th Floor The Shipping Building, The Old Vinyl Factory",https://www.info-clipper.com/en/company/united-kingdom/go-daddy-europe-limited.gbd3mu36z.html,,,,,,,,,,,wissel-aziende-info-clipper-com
BARADINE INVEST SL,,,,,['MILANO'],['ITALY'],PIAZZALE BIANCAMANO 8,https://www.info-clipper.com/en/company/italy/baradine-invest-sl.itd7b6bkg.html,,,,,,,,,,,wissel-aziende-info-clipper-com
123-REG LIMITED,,,,,['HAYES'],['UNITED KINGDOM'],"5th Floor The Shipping Building Old Viny, 252-254 Blyth Road",https://www.info-clipper.com/en/company/united-kingdom/123-reg-limited.gbdbw83pd.html,,,,,,,,,,,wissel-aziende-info-clipper-com
GN AUDIO ITALY SRL,,,,,['VIMERCATE'],['ITALY'],VIA TORRI BIANCHE 6,https://www.info-clipper.com/en/company/italy/gn-audio-italy-srl.itd7a69ye.html,,,,,,,,,,,wissel-aziende-info-clipper-com
CNX RESOURCES CORPORATION,,,,,['CANONSBURG'],['UNITED STATES'],1000 CONSOL ENERGY DR STE 400,https://www.info-clipper.com/en/company/united-states/cnx-resources-corporation.usdd0kbko.html,,,,,,,,,,,wissel-aziende-info-clipper-com
ALUMASC BUILDING PRODUCTS LIMITED,,,,,['KETTERING'],['UNITED KINGDOM'],Station Road Burton Latimer,https://www.info-clipper.com/en/company/united-kingdom/alumasc-building-products-limited.gbdctmjm6.html,,,,,,,,,,,wissel-aziende-info-clipper-com
