company_name,year_founded,company_age,industry,sector,business_category,headquarters_city,ownership,_source_table
Pimco,,[],,,"[""['Asset Management'"", ""'Financial Services']""]",['California'],,valueToday_dataset
Hologic,,[],,,"[""['Healthcare'"", ""'Electronics'"", ""'Medical Equipment'"", ""'HealthCare Products']""]",['Massachusetts'],,valueToday_dataset
Henan Shuanghui Investment & Development,,[],,,"[""['Consumer Defensive'"", ""'Meat / Poultry / Fish / Chicken'"", ""'Food Products'"", ""'FMCG'"", ""'Package Foods']""]",[],,valueToday_dataset
Nice,,[],,,"[""['Technology'"", ""'Computers Hardware'"", ""'Software and IT']""]",['Ra Anana'],,valueToday_dataset
Alnylam Pharmaceuticals,,[],,,"[""['Healthcare'"", ""'Pharmaceutical'"", ""'HealthCare Products'"", ""'Biopharmaceutical'"", ""'Biotechnology'"", ""'Technology']""]",['Massachusetts'],,valueToday_dataset
Confluent Inc,,[],,,"[""['Software and IT'"", ""'Software and IT Infrastructure'"", ""'Cloud Services'"", ""'Technology']""]",['California'],,valueToday_dataset
Jacobs Engineering Group,,[],,,"[""['Industries'"", ""'Engineering Products'"", ""'Engineering Services']""]",['Texas'],,valueToday_dataset
Nuance Communications,,[],,,"[""['Technology'"", ""'Software and IT'"", ""'Software Products']""]",['Massachusetts'],,valueToday_dataset
Arch Capital Group,,[],,,"[""['Financial Services'"", ""'Insurance']""]",['Hamilton'],,valueToday_dataset
Country Garden Services Holdings Company,,[],,,"[""['Real Estate'"", ""'Construction'"", ""'Infrastructure']""]",[],,valueToday_dataset
Ntpc,,[],,,"[""['Utilities'"", ""'Electricity Generation'"", ""'Power Generation'"", ""'Electric Utilities'"", ""'Utilities'"", ""'Natural Gas Generation'"", ""'Mining'"", ""'Coal Mining'"", ""'Energy']""]",['New Delhi'],,valueToday_dataset
Beijing Kingsoft Office Software,,[],,,"[""['Technology'"", ""'Software and IT']""]",[],,valueToday_dataset
Huaneng Lancang River Hydropower,,[],,,"[""['Utilities'"", ""'Hydro-Electric Power'"", ""'Power Generation'"", ""'Electricity Generation'"", ""'Renewable Energy'"", ""'Electric Utilities']""]",[],,valueToday_dataset
Puma Se,,[],,,"[""['Consumer Cyclical'"", ""'Footwear'"", ""'Consumer Goods']""]",[],,valueToday_dataset
Contura Energy,,[],,,"[""['Energy'"", ""'Coal Mining'"", ""'Mining']""]",['Tennessee'],,valueToday_dataset
China Merchants Shekou Industrial Zone Holdings,,[],,,"[""['Real Estate'"", ""'Infrastructure']""]",[],,valueToday_dataset
Pao Severstal,,[],,,"[""['Basic Materials'"", ""'Mining'"", ""'Iron and Steel']""]",[],,valueToday_dataset
"Ppd, Inc.",,[],,,"[""['Healthcare'"", ""'Pharmaceutical']""]",['North Carolina'],,valueToday_dataset
Textron,,[],,,"[""['Industries'"", ""'Aerospace and Defense'"", ""'Aerospace Products'"", ""'Defense Products'"", ""'Engineering Products'"", ""'Weapons'"", ""'Aeroplane'"", ""'Capital Goods'"", ""'Commercial Vehicles'"", ""'Helicoptors'"", ""'Space Products']""]",['Rhode Island'],,valueToday_dataset
Insulet Corporation,,[],,,"[""['Healthcare'"", ""'Medical Equipment'"", ""'HealthCare Products']""]",['Massachusetts'],,valueToday_dataset
Ally Financial,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",['Michigan'],,valueToday_dataset
Royalty Pharma Plc,,[],,,"[""['Healthcare'"", ""'Pharmaceutical'"", ""'Biotechnology']""]",['California'],,valueToday_dataset
Idex Corporation,,[],,,"[""['Industries'"", ""'Capital Goods'"", ""'Industry Machinery']""]",['Illinois'],,valueToday_dataset
Carl Zeiss Meditec Ag,,[],,,"[""['Healthcare'"", ""'Medical Equipment'"", ""'HealthCare Products'"", ""'Healthcare Service']""]",[],,valueToday_dataset
China Cssc Holdings,,[],,,"[""['Industries'"", ""'Infrastructure'"", ""'Ships and Boats'"", ""'Shipping'"", ""'Engineering Products'"", ""'Engineering Services'"", ""'Defense Products'"", ""'Aerospace and Defense']""]",[],,valueToday_dataset
Wheaton Precious Metals,,[],,,"[""['Basic Materials'"", ""'Mining'"", ""'Metals'"", ""'Precious Metals'"", ""'Silver Mining'"", ""'Gold Mining']""]",['Vancouver'],,valueToday_dataset
Centerpoint Energy,,[],,,"[""['Utilities'"", ""'Energy'"", ""'Gas Utilities'"", ""'Electric Utilities']""]",['Texas'],,valueToday_dataset
Publicis Groupe,,[],,,"[""['Communication Services'"", ""'Media'"", ""'Advertising']""]",[],,valueToday_dataset
Haier Electronics Group,,[],,,"[""['Technology'"", ""'Electronics'"", ""'Air Conditioners'"", ""'Consumer Electronics'"", ""'Home Appliances'"", ""'Refrigerators']""]",[],,valueToday_dataset
Poste Italiane Spa,,[],,,"[""['Industries'"", ""'Financial Services'"", ""'Insurance'"", ""'Consumer Services'"", ""'Conglomerate']""]",[],,valueToday_dataset
Nn Group,,[],,,"[""['Financial Services'"", ""'Asset Management'"", ""'Insurance']""]",['Hague'],,valueToday_dataset
Ayala Corporation,,[],,,"[""['Industries'"", ""'Conglomerate'"", ""'Real Estate'"", ""'Banking Services'"", ""'Telecom'"", ""'Electricity Generation'"", ""'Software and IT'"", ""'Education'"", ""'Investments'"", ""'Healthcare'"", ""'Technology'"", ""'Infrastructure']""]",[],,valueToday_dataset
Markel Corporation,,[],,,"[""['Financial Services'"", ""'Insurance']""]",['Virginia'],,valueToday_dataset
Guosen Securities,,[],,,"[""['Financial Services'"", ""'Investments'"", ""'Stock Markets"", 'Trading', ""Capital Markets'"", ""'Securities'"", ""'Brokerage Services']""]",[],,valueToday_dataset
Shanghai Fosun Pharmaceutical (group),,[],,,"[""['Healthcare'"", ""'Pharmaceutical'"", ""'HealthCare Products']""]",[],,valueToday_dataset
Pembina Pipeline Corporation,,[],,,"[""['Energy'"", ""'Oil and Gas'"", ""'Oil and Gas Pipeline Transport'"", ""'Infrastructure']""]",['Calgary'],,valueToday_dataset
Sk Innovation,,[],,,"[""['Energy'"", ""'Oil and Gas'"", ""'Oil Refining']""]",[],,valueToday_dataset
Byjus,,[],,,"[""['Education'"", ""'Internet or Mobile App Based Business'"", ""'Technology'"", ""'Software and IT']""]",['Bangalore'],,valueToday_dataset
Burlington Stores,,[],,,"[""['Consumer Cyclical'"", ""'Retail'"", ""'Consumer Services']""]",['New Jersey'],,valueToday_dataset
Molina Healthcare,,[],,,"[""['Healthcare'"", ""'Insurance'"", ""'HealthCare Products']""]",['California'],,valueToday_dataset
Novolipetsk Steel,,[],,,"[""['Basic Materials'"", ""'Iron and Steel'"", ""'Metals'"", ""'Mining'"", ""'Manufacturing'"", ""'Metal Products Manufacturing']""]",[],,valueToday_dataset
Lkq Corporation,,[],,,"[""['Consumer Cyclical'"", ""'Automobile'"", ""'Automobile Parts'"", ""'Consumer Services']""]",['Illinois'],,valueToday_dataset
Cnp Assurances Sa,,[],,,"[""['Financial Services'"", ""'Insurance']""]",['Paris'],,valueToday_dataset
Qorvo,,[],,,"[""['Technology'"", ""'Electronics'"", ""'Semiconductors'"", ""'Communications Equipment']""]",['North Carolina'],,valueToday_dataset
Nitori Holdings,,[],,,"[""['Consumer Cyclical'"", ""'Retail'"", ""'Furniture'"", ""'Home Furnishing']""]",[],,valueToday_dataset
Camden Property Trust,,[],,,"[""['Real Estate'"", ""'Consumer Services'"", ""'Investments'"", ""'Property Investments']""]",['Texas'],,valueToday_dataset
Formosa Chemicals & Fibre Corporation,,[],,,"[""['Basic Materials'"", ""'Chemicals'"", ""'Petrochemicals'"", ""'Plastics / Plastic Products']""]",[],,valueToday_dataset
Lens Technology,,[],,,"[""['Technology'"", ""'Electronics'"", ""'Capital Goods'"", ""'Sensors']""]",[],,valueToday_dataset
Marubeni Corporation,,[],,,"[""['Industries'"", ""'Conglomerate'"", ""'Paper and Pulp'"", ""'Investments'"", ""'Food Products'"", ""'Meat / Poultry / Fish / Chicken'"", ""'Infrastructure'"", ""'Construction'"", ""'Real Estate'"", ""'Iron and Steel'"", ""'Oil and Gas'"", ""'Metals'"", ""'Chemicals']""]",['Tokyo'],,valueToday_dataset
China Railway Construction Corporation,,[],,,"[""['Industries'"", ""'Infrastructure'"", ""'Railway Operating Company'"", ""'Rail Transport'"", ""'Construction'"", ""'Railway'"", ""'Construction']""]",['Beijing'],,valueToday_dataset
Vedanta,,[],,,"[""['Basic Materials'"", ""'Mining'"", ""'Iron and Steel'"", ""'Metals'"", ""'Zinc'"", ""'Aluminum']""]",['Mumbai'],,valueToday_dataset
Larsen & Toubro Infotech,,[],,,"[""['Technology'"", ""'Software and IT'"", ""'Software Products'"", ""'Artificial Intelligence']""]",['Mumbai'],,valueToday_dataset
Maxscend Microelectronics Company,,[],,,"[""['Technology'"", ""'Electronics'"", ""'Semiconductors']""]",[],,valueToday_dataset
George Weston,,[],,,"[""['Consumer Defensive'"", ""'Retail'"", ""'Food and Beverage']""]",['Toronto'],,valueToday_dataset
Nexon,,[],,,"[""['Communication Services'"", ""'Software and IT'"", ""'Technology'"", ""'Video Games / Mobile Games / Tech Games / Casino Games'"", ""'Software Products'"", ""'Gaming']""]",['Tokyo'],,valueToday_dataset
Zhejiang Chint Electrics,,[],,,"[""['Industries'"", ""'Electrical Products']""]",[],,valueToday_dataset
Uniper Se,,[],,,"[""['Utilities'"", ""'Energy'"", ""'Gas Utilities'"", ""'Electric Utilities'"", ""'Electricity Generation'"", ""'Power Generation']""]",[],,valueToday_dataset
Grupo Elektra,,[],,,"[""['Financial Services'"", ""'Retail'"", ""'Banking Services'"", ""'Conglomerate']""]",[],,valueToday_dataset
China Southern Airlines Company,,[],,,"[""['Industries'"", ""'Airlines'"", ""'Aviation'"", ""'Transportation']""]",[],,valueToday_dataset
Omnicom Group,,[],,,"[""['Communication Services'"", ""'Media'"", ""'Advertising'"", ""'Marketing Services'"", ""'Technology']""]",['New York'],,valueToday_dataset
Conagra Brands,,[],,,"[""['Consumer Defensive'"", ""'FMCG'"", ""'Food Products'"", ""'Consumer Non Durables'"", ""'Package Foods']""]",['Illinois'],,valueToday_dataset
Adevinta Asa,,[],,,"[""['Communication Services'"", ""'Internet or Mobile App Based Business']""]",[],,valueToday_dataset
Groupe Bruxelles Lambert Sa,,[],,,"[""['Financial Services'"", ""'Investments'"", ""'Asset Management']""]",[],,valueToday_dataset
Factset Research Systems,,[],,,"[""['Financial Services'"", ""'Software and IT'"", ""'Technology'"", ""'Software Products'"", ""'Stock Markets"", 'Trading', ""Capital Markets']""]",['Connecticut'],,valueToday_dataset
Qualtrics International Inc.,,[],,,"[""['Software and IT'"", ""'Software Products'"", ""'Technology']""]",['Utah'],,valueToday_dataset
Tsingtao Brewery Company,,[],,,"[""['Consumer Defensive'"", ""'Beverages'"", ""'Beer'"", ""'Alcoholic Beverages']""]",[],,valueToday_dataset
Brookfield Property Partners,,[],,,"[""['Real Estate'"", ""'Financial Services']""]",[],,valueToday_dataset
Coles Group,,[],,,"[""['Consumer Cyclical'"", ""'Retail'"", ""'Super Markets'"", ""'Hypermarkets']""]",['Melbourne'],,valueToday_dataset
Wsp Global,,[],,,"[""['Industries'"", ""'Infrastructure'"", ""'Engineering Products'"", ""'Engineering Services'"", ""'Professional Services'"", ""'Construction']""]",[],,valueToday_dataset
Changchun High & New Technology Industry (group),,[],,,"[""['Healthcare'"", ""'Pharmaceutical'"", ""'Biopharmaceutical'"", ""'HealthCare Products']""]",[],,valueToday_dataset
Wan Hai Lines,,[],,,"[""['Industries'"", ""'Transportation'"", ""'Shipping']""]",['Taipei'],,valueToday_dataset
Amundi,,[],,,"[""['Financial Services'"", ""'Asset Management'"", ""'Investments']""]",['Paris'],,valueToday_dataset
Aercap Holdings,,[],,,"[""['Industries'"", ""'Aviation'"", ""'Technology'"", ""'Airports Operating']""]",[],,valueToday_dataset
Rollins,,[],,,"[""['Consumer Cyclical'"", ""'Consumer Services']""]",['Georgia'],,valueToday_dataset
Charles River Laboratories International,,[],,,"[""['Healthcare'"", ""'Biotechnology'"", ""'Technology'"", ""'HealthCare Products'"", ""'Pharmaceutical'"", ""'Health Care Diagnostics']""]",['Massachusetts'],,valueToday_dataset
First Quantum Minerals,,[],,,"[""['Basic Materials'"", ""'Mining'"", ""'Metals'"", ""'Copper Mining'"", ""'Gold Mining'"", ""'Zinc'"", ""'Nickel'"", ""'Cobalt Mining']""]",['Vancouver'],,valueToday_dataset
Ajinomoto,,[],,,"[""['Consumer Defensive'"", ""'Food and Beverage'"", ""'Food Products'"", ""'FMCG'"", ""'Package Foods']""]",['Tokyo'],,valueToday_dataset
Wuxi Lead Intelligent Equipment,,[],,,"[""['Industries'"", ""'Electronics'"", ""'Electrical Products'"", ""'Solar Power Devices'"", ""'Batteries'"", ""'Industry Machinery']""]",['Wuxi'],,valueToday_dataset
Tryg A/s,,[],,,"[""['Financial Services'"", ""'Insurance']""]",[],,valueToday_dataset
Norsk Hydro Asa,,[],,,"[""['Basic Materials'"", ""'Metals'"", ""'Aluminum'"", ""'Bauxite Mining'"", ""'Electricity Generation'"", ""'Power Generation'"", ""'Hydro-Electric Power'"", ""'Renewable Energy']""]",[],,valueToday_dataset
Eastman Chemical Company,,[],,,"[""['Basic Materials'"", ""'Chemicals']""]",['Tennessee'],,valueToday_dataset
Shinhan Financial Group,,[],,,"[""['Financial Services'"", ""'Banking Services'"", ""'Securities'"", ""'Insurance'"", ""'Brokerage Services'"", ""'Credit Cards']""]",[],,valueToday_dataset
Ase Technology Holding,,[],,,"[""['Technology'"", ""'Electronics'"", ""'Semiconductors'"", ""'Technology Hardware and Instruments']""]",[],,valueToday_dataset
Alfa Laval Ab (publ),,[],,,"[""['Industries'"", ""'Engineering Products'"", ""'Machinery Manufacturing'"", ""'Manufacturing'"", ""'Industry Machinery']""]",[],,valueToday_dataset
Santos,,[],,,"[""['Energy'"", ""'Oil and Gas'"", ""'Petroleum'"", ""'Natural Gas Generation']""]",['Adelaide'],,valueToday_dataset
James Hardie Industries,,[],,,"[""['Basic Materials'"", ""'Construction Materials'"", ""'Capital Goods']""]",[],,valueToday_dataset
"China Molybdenum Co., Ltd.",,[],,,"[""['Basic Materials'"", ""'Mining'"", ""'Copper Mining'"", ""'Cobalt Mining']""]",[],,valueToday_dataset
Gigadevice Semiconductor (beijing),,[],,,"[""['Technology'"", ""'Semiconductors'"", ""'Electronics'"", ""'Technology Hardware and Instruments'"", ""'Memory Products']""]",[],,valueToday_dataset
China Longyuan Power Group Corporation,,[],,,"[""['Utilities'"", ""'Electricity Generation'"", ""'Power Generation'"", ""'Wind Power'"", ""'Electric Utilities'"", ""'Renewable Energy']""]",[],,valueToday_dataset
Abu Dhabi Commercial Bank Pjsc,,[],,,"[""['Banking Services'"", ""'Financial Services']""]",[],,valueToday_dataset
Anhui Gujing Distillery,,[],,,"[""['Consumer Defensive'"", ""'Alcoholic Beverages'"", ""'Beverages']""]",[],,valueToday_dataset
Varian Medical Systems,,[],,,"[""['Healthcare'"", ""'Biotechnology'"", ""'Electronics'"", ""'Medical Equipment'"", ""'Technology'"", ""'HealthCare Products']""]",['California'],,valueToday_dataset
Sbi Life Insurance Company,,[],,,"[""['Financial Services'"", ""'Insurance']""]",['Mumbai'],,valueToday_dataset
Bio-techne Corporation,,[],,,"[""['Healthcare'"", ""'Biopharmaceutical'"", ""'Biotechnology'"", ""'Technology'"", ""'HealthCare Products']""]",['Minnesota'],,valueToday_dataset
Masco Corporation,,[],,,"[""['Industries'"", ""'Forest Products'"", ""'Home Improvement'"", ""'Construction Materials'"", ""'Building Products and Equipment']""]",['Michigan'],,valueToday_dataset
Worldline,,[],,,"[""['Technology'"", ""'Software and IT'"", ""'Financial Services'"", ""'Digital Payment Solution Services'"", ""'Software Products'"", ""'Software and IT Infrastructure']""]",[],,valueToday_dataset
Bandai Namco Holdings,,[],,,"[""['Consumer Cyclical'"", ""'Video Games / Mobile Games / Tech Games / Casino Games'"", ""'Entertainment'"", ""'Gaming'"", ""'Leisure']""]",['Tokyo'],,valueToday_dataset
Toyota Tsusho Corporation,,[],,,"[""['Basic Materials'"", ""'Automobile'"", ""'Automobile Parts'"", ""'Conglomerate'"", ""'Electronics'"", ""'Iron and Steel'"", ""'Metal Fabrication Products'"", ""'Metal Fabrication Products'"", ""'Consumer Goods']""]",['Aichi'],,valueToday_dataset
Nippon Steel Corporation,,[],,,"[""['Basic Materials'"", ""'Iron and Steel'"", ""'Metals'"", ""'Mining'"", ""'Consumer Goods']""]",['Tokyo'],,valueToday_dataset
Eisai,,[],,,"[""['Healthcare'"", ""'Pharmaceutical'"", ""'HealthCare Products']""]",['Tokyo'],,valueToday_dataset
Argenx Se,,[],,,"[""['Healthcare'"", ""'Pharmaceutical'"", ""'Biopharmaceutical'"", ""'Biotechnology'"", ""'Technology'"", ""'HealthCare Products']""]",[],,valueToday_dataset
Knorr-bremse,,[],,,"[""['Consumer Cyclical'"", ""'Railway'"", ""'Automobile Parts'"", ""'Automobile']""]",[],,valueToday_dataset
Orient Overseas (international),,[],,,"[""['Industries'"", ""'Shipping'"", ""'Logistics'"", ""'Construction']""]",[],,valueToday_dataset
Pt Astra International Tbk,,[],,,"[""['Consumer Cyclical'"", ""'Automobile'"", ""'Automobile Parts'"", ""'Marketing Services']""]",[],,valueToday_dataset
Incyte Corporation,,[],,,"[""['Healthcare'"", ""'Biopharmaceutical'"", ""'Biotechnology'"", ""'Pharmaceutical'"", ""'HealthCare Products'"", ""'Technology']""]",['Delaware'],,valueToday_dataset
Bank Of Shanghai,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",['Shanghai'],,valueToday_dataset
Teck Resources,,[],,,"[""['Basic Materials'"", ""'Mining'"", ""'Coal Mining'"", ""'Metals'"", ""'Zinc']""]",['Vancouver'],,valueToday_dataset
Gulf Energy Development Public Company,,[],,,"[""['Utilities'"", ""'Power Generation'"", ""'Electricity Generation'"", ""'Electric Utilities'"", ""'Renewable Energy']""]",[],,valueToday_dataset
Bollore,,[],,,"[""['Communication Services'"", ""'Oil and Gas'"", ""'Conglomerate'"", ""'Electronics'"", ""'Advertising'"", ""'Paper and Pulp'"", ""'Video Games / Mobile Games / Tech Games / Casino Games'"", ""'Transportation'"", ""'Batteries'"", ""'Freight Transport'"", ""'Logistics'"", ""'Music'"", ""'Oil and Gas Pipeline Transport'"", ""'Entertainment']""]",[],,valueToday_dataset
Samsung C&t Corporation,,[],,,"[""['Industries'"", ""'Luxury Goods'"", ""'Conglomerate'"", ""'Infrastructure'"", ""'Fashion and Luxury Goods'"", ""'Resorts'"", ""'Engineering Products'"", ""'Engineering Services'"", ""'Trading'"", ""'Construction']""]",[],,valueToday_dataset
Chow Tai Fook Jewellery Group,,[],,,"[""['Consumer Cyclical'"", ""'Conglomerate'"", ""'eCommerce'"", ""'Mining'"", ""'Gold Mining'"", ""'Diamonds'"", ""'Jewellery'"", ""'Luxury Goods']""]",[],,valueToday_dataset
Trip.com Group,,[],,,"[""['Consumer Cyclical'"", ""'Travel and Transport'"", ""'Hotels'"", ""'Tourism'"", ""'Internet or Mobile App Based Business'"", ""'Business Services'"", ""'Software and IT'"", ""'Software Products']""]",['Shanghai'],,valueToday_dataset
Divi's Laboratories,,[],,,"[""['Healthcare'"", ""'HealthCare Products'"", ""'Pharmaceutical']""]",['Hyderabad'],,valueToday_dataset
Mango Excellent Media,,[],,,"[""['Consumer Cyclical'"", ""'eCommerce'"", ""'Retail'"", ""'Internet or Mobile App Based Business']""]",[],,valueToday_dataset
Carrefour Sa,,[],,,"[""['Consumer Defensive'"", ""'eCommerce'"", ""'Retail'"", ""'Super Markets']""]",[],,valueToday_dataset
Hangzhou First Applied Material,,[],,,"[""['Technology'"", ""'Semiconductors']""]",[],,valueToday_dataset
Ringcentral,,[],,,"[""['Technology'"", ""'Software and IT'"", ""'Cloud Services'"", ""'Software Products']""]",['California'],,valueToday_dataset
Athene Holding,,[],,,"[""['Financial Services'"", ""'Insurance']""]",[],,valueToday_dataset
Guangzhou Tinci Materials Technology,,[],,,"[""['Basic Materials'"", ""'Chemicals']""]",[],,valueToday_dataset
"Olaplex Holdings, Inc.",,[],,,"[""['FMCG'"", ""'Personal Care Products'"", ""'Beauty and Personal Care']""]",['California'],,valueToday_dataset
Grasim Industries,,[],,,"[""['Basic Materials'"", ""'Chemicals'"", ""'Conglomerate'"", ""'Construction Materials'"", ""'Cement'"", ""'Financial Services'"", ""'Insurance'"", ""'Apparels and Accessories'"", ""'Textile']""]",['Mumbai'],,valueToday_dataset
Check Point Software Technologies,,[],,,"[""['Technology'"", ""'Software and IT'"", ""'Software Products'"", ""'Technology Hardware and Instruments'"", ""'Software and IT Infrastructure']""]",['Tel Aviv'],,valueToday_dataset
Bank Leumi Le- Israel,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",[],,valueToday_dataset
New China Life Insurance Company,,[],,,"[""['Financial Services'"", ""'Banking Services'"", ""'Insurance']""]",[],,valueToday_dataset
Ocado Group,,[],,,"[""['Consumer Defensive'"", ""'Retail'"", ""'Consumer Services'"", ""'eCommerce']""]",[],,valueToday_dataset
Avic Jonhon Optronic Technology,,[],,,"[""['Technology'"", ""'Electronics'"", ""'Aerospace and Defense'"", ""'Capital Goods']""]",['Luoyang'],,valueToday_dataset
Sofina Societe Anonyme,,[],,,"[""['Financial Services'"", ""'Asset Management']""]",[],,valueToday_dataset
Telia Company Ab (publ),,[],,,"[""['Communication Services'"", ""'Telecom'"", ""'Internet Providers'"", ""'Mobile Services'"", ""'Fixed Line Service']""]",[],,valueToday_dataset
Abacus Property Group,,[],,,"[""['Real Estate'"", ""'Commercial Properties'"", ""'Property Investments'"", ""'Investments']""]",[],,valueToday_dataset
Gongniu Group,,[],,,"[""['Electrical Products'"", ""'Electronics']""]",[],,valueToday_dataset
"Imeik Technology Development Co.,ltd.",,[],,,"[""['Healthcare'"", ""'Medical Equipment']""]",[],,valueToday_dataset
Tiffany & Co,,[],,,"[""['Consumer Cyclical'"", ""'Luxury Goods'"", ""'Consumer Services'"", ""'Fashion and Luxury Goods']""]",['New York'],,valueToday_dataset
Woodside Energy Group,,[],,,"[""['Energy'"", ""'Oil and Gas'"", ""'Natural Gas Generation']""]",['Perth'],,valueToday_dataset
Ck Infrastructure Holdings,,[],,,"[""['Industries'"", ""'Infrastructure'"", ""'Investments'"", ""'Electric Utilities']""]",[],,valueToday_dataset
China Unicom (hong Kong),,[],,,"[""['Communication Services'"", ""'Telecom'"", ""'Mobile Services'"", ""'Fixed Line Service'"", ""'Internet Providers'"", ""'Television Services'"", ""'Utilities'"", ""'Telecom Equipment']""]",['Beijing'],,valueToday_dataset
Capitec Bank Holdings,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",[],,valueToday_dataset
Afterpay,,[],,,"[""['Technology'"", ""'Software and IT'"", ""'Digital Payment Solution Services'"", ""'Software Products'"", ""'Software and IT Infrastructure']""]",['Melbourne'],,valueToday_dataset
Smith & Nephew,,[],,,"[""['Healthcare'"", ""'Medical Equipment'"", ""'HealthCare Products']""]",['London'],,valueToday_dataset
Cp All Public Company,,[],,,"[""['Consumer Defensive'"", ""'Retail'"", ""'Convenience Stores']""]",[],,valueToday_dataset
Kikkoman Corporation,,[],,,"[""['Consumer Defensive'"", ""'Food Products'"", ""'FMCG'"", ""'Package Foods']""]",[],,valueToday_dataset
Huali Industrial Group Company Limited,,[],,,"[""['Consumer Cyclical'"", ""'Apparels and Accessories']""]",[],,valueToday_dataset
Halma,,[],,,"[""['Industries'"", ""'Technology'"", ""'Machinery Manufacturing'"", ""'Conglomerate']""]",[],,valueToday_dataset
Atlantia,,[],,,"[""['Industries'"", ""'Infrastructure'"", ""'Construction']""]",[],,valueToday_dataset
Terna S.p.a.,,[],,,"[""['Utilities'"", ""'Electric Utilities'"", ""'Infrastructure']""]",[],,valueToday_dataset
Shanghai Putailai New Energy Technology,,[],,,"[""['Basic Materials'"", ""'Batteries'"", ""'Chemicals']""]",['Shanghai'],,valueToday_dataset
Lendlease Group,,[],,,"[""['Real Estate'"", ""'Construction'"", ""'Infrastructure'"", ""'Property Investments']""]",['Sydney'],,valueToday_dataset
Clarivate Plc,,[],,,"[""['Technology'"", ""'Software and IT']""]",['London'],,valueToday_dataset
Jiangsu Eastern Shenghong,,[],,,"[""['Consumer Cyclical'"", ""'Textile'"", ""'Chemicals'"", ""'Electricity Generation'"", ""'Power Generation']""]",[],,valueToday_dataset
Sonic Healthcare,,[],,,"[""['Healthcare'"", ""'HealthCare Products'"", ""'Healthcare Service'"", ""'Medical Laboratory'"", ""'Hospitals']""]",['Sydney'],,valueToday_dataset
Bath & Body Works Inc,,[],,,"[""['Consumer Cyclical'"", ""'Luxury Goods'"", ""'Retail'"", ""'Clothing'"", ""'Apparels and Accessories'"", ""'Textile'"", ""'Fashion and Luxury Goods'"", ""'Consumer Services']""]",['Ohio'],,valueToday_dataset
Biomarin Pharmaceutical,,[],,,"[""['Healthcare'"", ""'Pharmaceutical'"", ""'HealthCare Products'"", ""'Biotechnology'"", ""'Technology']""]",['California'],,valueToday_dataset
Nortonlifelock,,[],,,"[""['Technology'"", ""'Software and IT'"", ""'Security Systems and Solutions'"", ""'Software Products'"", ""'Network Hardware and Software'"", ""'Software and IT Infrastructure']""]",['Arizona'],,valueToday_dataset
Evergy,,[],,,"[""['Utilities'"", ""'Energy'"", ""'Electric Utilities'"", ""'Power Generation']""]",['Kansas'],,valueToday_dataset
Davide Campari-milano,,[],,,"[""['Consumer Defensive'"", ""'Beverages'"", ""'Alcoholic Beverages'"", ""'Non-Alcoholic Beverages'"", ""'Wine']""]",[],,valueToday_dataset
Siemens Gamesa Renewable Energy,,[],,,"[""['Industries'"", ""'Wind Turbines'"", ""'Capital Goods'"", ""'Industry Machinery']""]",[],,valueToday_dataset
Xp Inc.,,[],,,"[""['Financial Services'"", ""'Wealth Management'"", ""'Stock Markets"", 'Trading', ""Capital Markets']""]",[],,valueToday_dataset
J. M. Smucker Company,,[],,,"[""['Consumer Defensive'"", ""'Retail'"", ""'FMCG'"", ""'Food Products'"", ""'Consumer Non Durables'"", ""'Package Foods']""]",['Ohio'],,valueToday_dataset
Lg Household & Health Care,,[],,,"[""['Consumer Defensive'"", ""'Consumer Goods'"", ""'FMCG'"", ""'Beauty and Personal Care'"", ""'Personal Care Products'"", ""'Beverages'"", ""'Non-Alcoholic Beverages'"", ""'Cosmetics']""]",[],,valueToday_dataset
Sompo Holdings,,[],,,"[""['Financial Services'"", ""'Insurance']""]",['Tokyo'],,valueToday_dataset
Transneft,,[],,,"[""['Energy'"", ""'Oil and Gas Pipeline Transport'"", ""'Oil and Gas']""]",['Moscow'],,valueToday_dataset
United Airlines Holdings,,[],,,"[""['Industries'"", ""'Airlines'"", ""'Aviation'"", ""'Travel and Transport']""]",['Illinois'],,valueToday_dataset
Aes Corporation,,[],,,"[""['Utilities'"", ""'Energy'"", ""'Electric Utilities'"", ""'Electricity Generation'"", ""'Power Generation']""]",['Virginia'],,valueToday_dataset
Krafton Inc.,,[],,,"[""['Video Games / Mobile Games / Tech Games / Casino Games'"", ""'Technology'"", ""'Software and IT'"", ""'Gaming']""]",['Seoul'],,valueToday_dataset
Danske Bank A/s,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",[],,valueToday_dataset
Dynatrace,,[],,,"[""['Technology'"", ""'Software and IT'"", ""'Artificial Intelligence']""]",['Massachusetts'],,valueToday_dataset
Loews Corporation,,[],,,"[""['Financial Services'"", ""'Conglomerate'"", ""'Financial Services'"", ""'Insurance'"", ""'Hotels'"", ""'Oil Field Services'"", ""'Oil and Gas Pipeline Transport'"", ""'Oil and Gas']""]",['New York'],,valueToday_dataset
Evonik Industries Ag,,[],,,"[""['Basic Materials'"", ""'Chemicals']""]",[],,valueToday_dataset
